ip_address,email_address,EVENT_TIMESTAMP,EVENT_LABEL
169.113.77.226,fake_angela97@example.com,2019-07-20 19:14:00,legit
180.160.161.186,fake_stewartbenjamin@example.org,2019-07-20 20:09:00,legit
197.17.113.84,fake_austin38@example.org,2019-07-20 20:26:00,legit
12.148.246.95,fake_vincent13@example.com,2019-07-20 21:23:00,legit
141.68.66.185,fake_tclark@example.net,2019-07-20 22:27:00,legit
14.215.192.162,fake_nguyenmelvin@example.net,2019-07-20 22:40:00,legit
2.104.241.95,fake_charlesdunn@example.com,2019-07-20 23:02:00,legit
81.70.197.126,fake_megandavis@example.com,2019-07-20 23:51:00,legit
209.93.78.58,fake_brian91@example.net,2019-07-21 00:03:00,fraud
74.37.6.224,fake_bhernandez@example.net,2019-07-21 00:12:00,fraud
6.149.33.202,fake_rlee@example.com,2019-07-21 00:56:00,legit
30.39.28.42,fake_laurenroth@example.com,2019-07-21 01:21:00,legit
102.153.235.233,fake_ofoster@example.com,2019-07-21 01:21:00,legit
198.181.236.192,fake_johnmoss@example.org,2019-07-21 01:36:00,legit
12.31.188.224,fake_jefferyklein@example.net,2019-07-21 01:53:00,legit
190.213.44.101,fake_michaelawilliams@example.net,2019-07-21 02:43:00,legit
97.124.221.77,fake_alexander92@example.com,2019-07-21 03:08:00,legit
45.74.237.8,fake_yodonnell@example.com,2019-07-21 03:27:00,legit
65.82.55.101,fake_frances96@example.com,2019-07-21 04:24:00,legit
66.200.156.240,fake_jacobcook@example.net,2019-07-21 05:07:00,legit
165.48.231.115,fake_vdunn@example.com,2019-07-21 05:22:00,legit
12.251.138.201,fake_stewartbenjamin@example.org,2019-07-21 05:45:00,legit
28.253.145.111,fake_taylordawn@example.org,2019-07-21 07:17:00,legit
48.159.186.148,fake_qlewis@example.org,2019-07-21 07:32:00,legit
211.171.251.28,fake_jperez@example.org,2019-07-21 07:53:00,legit
163.34.126.75,fake_wilkersonjacqueline@example.com,2019-07-21 08:02:00,legit
189.155.92.174,fake_nguyendustin@example.net,2019-07-21 08:28:00,fraud
170.91.238.210,fake_yvonne00@example.com,2019-07-21 09:02:00,legit
35.13.58.190,fake_patrickperry@example.org,2019-07-21 09:42:00,legit
80.96.78.66,fake_alexamiller@example.net,2019-07-21 10:02:00,legit
78.179.153.42,fake_ltorres@example.com,2019-07-21 10:35:00,legit
30.252.183.216,fake_tammymoreno@example.com,2019-07-21 10:37:00,legit
39.221.20.5,fake_megan34@example.org,2019-07-21 11:23:00,legit
222.0.114.101,fake_yodonnell@example.com,2019-07-21 11:28:00,legit
92.104.86.237,fake_ashleywilson@example.net,2019-07-21 11:29:00,legit
212.78.231.255,fake_allisonrogers@example.com,2019-07-21 11:45:00,legit
135.140.5.65,fake_martha72@example.com,2019-07-21 11:46:00,legit
19.133.125.11,fake_megan36@example.org,2019-07-21 12:55:00,legit
163.34.126.75,fake_cscott@example.org,2019-07-21 12:58:00,legit
131.155.202.56,fake_john94@example.net,2019-07-21 13:38:00,legit
92.103.99.63,fake_vgraham@example.com,2019-07-21 13:51:00,legit
102.153.235.233,fake_bryan26@example.org,2019-07-21 14:12:00,legit
218.137.118.131,fake_wattssara@example.org,2019-07-21 14:23:00,legit
10.142.133.244,fake_kdominguez@example.net,2019-07-21 14:53:00,legit
164.64.205.27,fake_deborah79@example.net,2019-07-21 14:58:00,legit
61.98.151.37,fake_boydkiara@example.com,2019-07-21 15:09:00,legit
176.194.252.243,fake_robinchen@example.org,2019-07-21 15:23:00,fraud
138.189.190.124,fake_amanda47@example.com,2019-07-21 15:53:00,legit
216.71.121.134,fake_amandamiller@example.com,2019-07-21 16:03:00,legit
164.94.118.220,fake_tclark@example.net,2019-07-21 16:29:00,legit
80.12.41.210,fake_barbara45@example.net,2019-07-21 16:38:00,legit
93.54.115.18,fake_zrogers@example.net,2019-07-21 17:01:00,legit
166.16.165.196,fake_tnelson@example.org,2019-07-21 17:05:00,legit
160.226.182.210,fake_xschneider@example.net,2019-07-21 18:17:00,legit
191.246.116.203,fake_irobbins@example.net,2019-07-21 18:35:00,legit
211.58.87.170,fake_cathywatkins@example.org,2019-07-21 19:10:00,legit
140.218.55.254,fake_sean01@example.org,2019-07-21 19:43:00,legit
16.31.244.178,fake_andersonbrent@example.com,2019-07-21 20:18:00,legit
139.111.115.191,fake_williamssteven@example.org,2019-07-21 20:33:00,fraud
118.154.239.108,fake_kmiller@example.net,2019-07-21 20:42:00,legit
179.169.249.63,fake_operez@example.org,2019-07-21 20:52:00,legit
164.94.118.220,fake_joshuawilliams@example.com,2019-07-21 21:51:00,legit
15.152.71.113,fake_nharper@example.net,2019-07-21 21:57:00,legit
141.249.198.67,fake_schwartzcourtney@example.org,2019-07-21 21:59:00,legit
3.159.187.200,fake_billy22@example.com,2019-07-21 22:06:00,legit
80.144.39.167,fake_grant08@example.org,2019-07-22 00:45:00,legit
10.186.165.241,fake_jenniferthomas@example.com,2019-07-22 00:55:00,legit
115.73.92.47,fake_veronicalynch@example.com,2019-07-22 01:23:00,legit
30.218.166.91,fake_joshuawhitney@example.com,2019-07-22 01:32:00,legit
114.125.210.13,fake_caleb89@example.net,2019-07-22 02:06:00,legit
87.133.235.47,fake_jonathan08@example.net,2019-07-22 02:39:00,legit
178.234.124.127,fake_rickyramirez@example.org,2019-07-22 03:05:00,legit
51.82.123.26,fake_matthewbrock@example.org,2019-07-22 03:15:00,legit
62.105.217.203,fake_johnsonjason@example.net,2019-07-22 05:08:00,fraud
6.149.33.202,fake_martinezdana@example.com,2019-07-22 05:50:00,legit
30.252.183.216,fake_stevensoncharlotte@example.org,2019-07-22 05:54:00,legit
66.212.184.142,fake_ariana39@example.com,2019-07-22 06:05:00,legit
187.163.94.92,fake_callahanjames@example.com,2019-07-22 06:58:00,legit
3.48.69.244,fake_tabitha72@example.com,2019-07-22 07:33:00,legit
39.70.184.8,fake_sarah13@example.net,2019-07-22 07:51:00,legit
161.25.96.133,fake_ofoster@example.com,2019-07-22 08:49:00,legit
20.76.140.150,fake_claire35@example.org,2019-07-22 08:57:00,legit
35.28.251.182,fake_ajoseph@example.com,2019-07-22 10:17:00,fraud
176.218.17.112,fake_valerieburch@example.com,2019-07-22 10:36:00,legit
171.162.34.201,fake_shawkelly@example.org,2019-07-22 11:04:00,legit
172.223.225.65,fake_dtaylor@example.net,2019-07-22 11:26:00,legit
100.169.149.151,fake_joshua16@example.org,2019-07-22 11:39:00,legit
50.246.191.3,fake_dtaylor@example.net,2019-07-22 12:12:00,legit
42.183.121.1,fake_bartontheresa@example.com,2019-07-22 12:34:00,legit
201.31.89.29,fake_uanderson@example.org,2019-07-22 12:40:00,legit
30.252.183.216,fake_bryan26@example.org,2019-07-22 13:01:00,legit
89.184.149.46,fake_varcher@example.com,2019-07-22 13:21:00,legit
162.241.156.206,fake_tammy31@example.com,2019-07-22 14:02:00,legit
45.117.194.58,fake_kimberlysmith@example.net,2019-07-22 14:14:00,legit
14.155.86.55,fake_franklinchristopher@example.org,2019-07-22 15:30:00,legit
201.233.228.110,fake_clinejanice@example.com,2019-07-22 15:56:00,legit
201.233.228.110,fake_charleswilliams@example.org,2019-07-22 16:20:00,legit
213.205.47.137,fake_sdorsey@example.net,2019-07-22 16:30:00,legit
6.190.86.47,fake_danielshenry@example.org,2019-07-22 16:37:00,legit
113.72.25.125,fake_andrewsmith@example.com,2019-07-22 16:51:00,legit
204.48.100.59,fake_lisataylor@example.net,2019-07-22 16:55:00,legit
118.59.100.28,fake_olsensamantha@example.com,2019-07-22 17:34:00,legit
69.130.242.115,fake_estesalyssa@example.com,2019-07-22 17:48:00,legit
43.149.231.236,fake_cookjohnny@example.org,2019-07-22 18:00:00,legit
164.68.143.229,fake_odonnellmichael@example.net,2019-07-22 18:24:00,legit
120.94.207.88,fake_pmack@example.net,2019-07-22 18:43:00,legit
44.99.113.233,fake_brandonburke@example.com,2019-07-22 18:55:00,legit
138.156.38.109,fake_williamscasey@example.com,2019-07-22 19:03:00,legit
169.113.77.226,fake_kmiller@example.net,2019-07-22 19:04:00,legit
134.112.23.2,fake_williamsalejandro@example.com,2019-07-22 19:16:00,legit
75.11.25.1,fake_mjohnson@example.org,2019-07-22 19:33:00,legit
46.41.252.160,fake_hartmary@example.net,2019-07-22 19:57:00,legit
118.78.249.35,fake_cookjohnny@example.org,2019-07-22 19:57:00,legit
118.78.249.35,fake_ramosjeffery@example.net,2019-07-22 20:44:00,legit
120.254.165.9,fake_rickykelly@example.org,2019-07-22 20:54:00,legit
10.186.165.241,fake_tclark@example.net,2019-07-22 20:59:00,legit
169.113.77.226,fake_veronicalynch@example.com,2019-07-22 21:17:00,legit
118.59.100.28,fake_xschneider@example.net,2019-07-22 21:31:00,legit
82.88.129.186,fake_mcintyrelisa@example.com,2019-07-22 21:59:00,fraud
176.72.92.169,fake_jsnyder@example.net,2019-07-22 22:15:00,fraud
91.25.144.227,fake_ashleywilson@example.net,2019-07-22 22:41:00,legit
33.224.61.140,fake_patriciamitchell@example.com,2019-07-22 22:44:00,legit
191.246.116.203,fake_jacksonamber@example.net,2019-07-22 22:54:00,legit
154.129.151.166,fake_scottfletcher@example.net,2019-07-22 23:00:00,legit
62.65.182.78,fake_phillipsantiago@example.com,2019-07-22 23:08:00,legit
80.144.39.167,fake_danielhughes@example.com,2019-07-22 23:17:00,legit
173.3.178.218,fake_ashleycarlson@example.org,2019-07-22 23:24:00,fraud
23.220.237.169,fake_jose96@example.com,2019-07-22 23:29:00,legit
35.242.184.165,fake_stevensoncharlotte@example.org,2019-07-23 00:15:00,legit
172.223.225.65,fake_cberger@example.com,2019-07-23 00:24:00,legit
50.246.191.3,fake_bryan51@example.org,2019-07-23 01:02:00,legit
134.112.23.2,fake_billy22@example.com,2019-07-23 01:14:00,legit
16.20.231.240,fake_hartmary@example.net,2019-07-23 02:10:00,legit
86.221.238.210,fake_dorothychavez@example.net,2019-07-23 02:28:00,legit
99.238.218.219,fake_cdunlap@example.org,2019-07-23 02:54:00,legit
118.78.249.35,fake_dominguezcorey@example.com,2019-07-23 03:12:00,legit
74.115.118.43,fake_franklincarrie@example.com,2019-07-23 04:02:00,legit
94.84.253.142,fake_yubailey@example.com,2019-07-23 04:32:00,legit
29.47.188.243,fake_veronicalynch@example.com,2019-07-23 04:44:00,legit
60.195.6.214,fake_jodi30@example.org,2019-07-23 04:48:00,legit
30.39.28.42,fake_mcmahonryan@example.org,2019-07-23 06:30:00,legit
138.156.38.109,fake_dsutton@example.net,2019-07-23 06:35:00,legit
176.218.17.112,fake_debracook@example.com,2019-07-23 07:07:00,legit
174.191.184.108,fake_wilkersonjacqueline@example.com,2019-07-23 07:08:00,legit
167.6.100.21,fake_boydkiara@example.com,2019-07-23 07:12:00,legit
75.15.29.214,fake_joshuaphillips@example.com,2019-07-23 07:17:00,legit
7.200.59.86,fake_hannah75@example.org,2019-07-23 07:20:00,legit
33.21.37.25,fake_christopher08@example.org,2019-07-23 08:19:00,legit
99.238.218.219,fake_ronald38@example.net,2019-07-23 08:21:00,legit
3.86.113.1,fake_danielcline@example.org,2019-07-23 08:22:00,legit
189.166.81.114,fake_hcrawford@example.org,2019-07-23 08:28:00,legit
162.241.156.206,fake_angelaskinner@example.net,2019-07-23 09:12:00,legit
141.249.198.67,fake_caitlin24@example.net,2019-07-23 09:41:00,legit
